cohort,mortality_available,wave,standardization,state_definition,common_living_observed_n,target_percent,cognitive_cut,cognitive_percent_below_cut,cognitive_percent_equal_cut,cognitive_percent_at_or_below_cut,cognitive_empirical_percentile_lower,cognitive_empirical_percentile_upper,cognitive_target_minus_realised_pp,functional_cut,functional_percent_above_cut,functional_percent_equal_cut,functional_percent_at_or_above_cut,functional_empirical_percentile_lower,functional_empirical_percentile_upper,functional_target_minus_realised_pp
hrs,True,7,fixed,matched_0.15,16720,15.0,-1.10500783394765,10.305023923444976,3.654306220095694,13.959330143540669,10.305023923444976,13.959330143540669,1.0406698564593313,0.17180442932104445,10.41866028708134,3.5406698564593304,13.959330143540669,86.04066985645933,89.58133971291866,1.0406698564593313
hrs,True,8,fixed,matched_0.15,15705,15.0,-1.10500783394765,11.155682903533906,3.7631327602674305,14.918815663801338,11.155682903533906,14.918815663801338,0.08118433619866217,0.17180442932104445,11.926138172556511,3.400191021967526,15.326329194524039,84.67367080547596,88.0738618274435,-0.32632919452403897
hrs,True,9,fixed,matched_0.15,14718,15.0,-1.10500783394765,11.136023916292975,3.8999864111971734,15.036010327490148,11.136023916292975,15.036010327490148,-0.036010327490147986,0.17180442932104445,11.489332789781221,3.6961543688001086,15.18548715858133,84.81451284141866,88.51066721021878,-0.18548715858132958
klosa,True,3,fixed,matched_0.15,7488,15.0,-1.0452787908904175,12.94070512820513,2.3504273504273505,15.29113247863248,12.94070512820513,15.29113247863248,-0.2911324786324805,-0.001675002355252335,9.535256410256409,2.377136752136752,11.912393162393162,88.08760683760684,90.46474358974359,3.087606837606838
klosa,True,4,fixed,matched_0.15,7113,15.0,-1.0452787908904175,12.315478700970054,2.1509911429776465,14.466469843947701,12.315478700970054,14.466469843947701,0.5335301560522989,-0.001675002355252335,10.080134964150147,1.3496415014761705,11.429776465626318,88.57022353437368,89.91986503584985,3.5702235343736817
klosa,True,5,fixed,matched_0.15,7551,15.0,-1.0452787908904175,12.501655409879486,2.5559528539266325,15.057608263806118,12.501655409879486,15.057608263806118,-0.05760826380611839,-0.001675002355252335,9.230565488014832,1.3640577406965966,10.594623228711429,89.40537677128857,90.76943451198517,4.405376771288571
klosa,True,6,fixed,matched_0.15,7132,15.0,-1.0452787908904175,12.030286034772855,2.523836231071228,14.554122265844082,12.030286034772855,14.554122265844082,0.4458777341559177,-0.001675002355252335,9.506449803701626,2.145260796410544,11.651710600112171,88.34828939988782,90.49355019629837,3.348289399887829
klosa,True,7,fixed,matched_0.15,6554,15.0,-1.0452787908904175,13.365883429966432,2.3649679584986267,15.730851388465059,13.365883429966432,15.730851388465059,-0.7308513884650587,-0.001675002355252335,8.391821788220934,2.090326518156851,10.482148306377786,89.51785169362222,91.60817821177906,4.517851693622214
mhas,True,1,fixed,matched_0.15,12834,15.0,-1.0253345059983943,14.9680536076048,0.015583606046439146,14.983637213651239,14.9680536076048,14.983637213651239,0.016362786348761205,0.3771014980662484,8.843696431354216,3.630980208820321,12.474676640174536,87.52532335982546,91.15630356864578,2.525323359825464
mhas,True,2,fixed,matched_0.15,11744,15.0,-1.3706165817914437,14.81607629427793,0.19584468664850135,15.01192098092643,14.81607629427793,15.01192098092643,-0.011920980926429792,0.3771014980662484,9.153610354223433,3.652929155313352,12.806539509536785,87.19346049046321,90.84638964577657,2.193460490463215
mhas,True,3,fixed,matched_0.15,13427,15.0,-1.0872326651234827,14.969836895806957,0.03723840023832576,15.007075296045283,14.969836895806957,15.007075296045283,-0.007075296045282897,0.6680648066806989,10.195873985253593,2.5247635361584866,12.720637521412081,87.27936247858791,89.80412601474642,2.2793624785879185
mhas,True,4,fixed,matched_0.15,12890,15.0,-1.2101867177264956,14.918541505042668,0.07757951900698215,14.99612102404965,14.918541505042668,14.99612102404965,0.0038789759503501386,0.6680648066806989,12.179984484096199,3.2195500387897598,15.399534522885958,84.60046547711404,87.8200155159038,-0.3995345228859577
mhas,True,5,fixed,matched_0.15,15153,15.0,-1.0004910255116601,14.987131261136408,0.019798059790140567,15.006929320926549,14.987131261136408,15.006929320926549,-0.006929320926548854,0.3771014980662484,11.284894080380123,6.190193361050618,17.47508744143074,82.52491255856927,88.71510591961987,-2.475087441430741
share,True,4,fixed,matched_0.15,53905,15.0,-1.0220797742624785,14.941100083480197,0.059363695390038024,15.000463778870236,14.941100083480197,15.000463778870236,-0.0004637788702357426,0.25871036988475093,12.00816250811613,4.647064279751414,16.655226787867544,83.34477321213245,87.99183749188387,-1.6552267878675444
share,True,5,fixed,matched_0.15,61312,15.0,-0.8564371845966806,14.925300104384135,0.06360908141962422,14.98890918580376,14.925300104384135,14.98890918580376,0.011090814196240473,0.25871036988475093,11.167471294363256,4.100339248434238,15.267810542797495,84.7321894572025,88.83252870563675,-0.26781054279749483
share,True,6,fixed,matched_0.15,62189,15.0,-0.9602000541654291,14.96566916978887,0.030552026885783658,14.996221196674654,14.96566916978887,14.996221196674654,0.0037788033253463027,0.25871036988475093,11.26083390953384,4.048947563073855,15.309781472607694,84.6902185273923,88.73916609046616,-0.3097814726076944
share,True,7,fixed,matched_0.15,12878,15.0,-1.1892340096165832,14.963503649635038,0.05435626650100948,15.017859916136045,14.963503649635038,15.017859916136045,-0.017859916136044873,0.28479557565906477,8.914427706165554,4.18543252057773,13.099860226743282,86.90013977325671,91.08557229383445,1.9001397732567185
share,True,8,fixed,matched_0.15,50454,15.0,-0.9586884084771223,14.977999762159591,0.01585602727236691,14.99385578943196,14.977999762159591,14.99385578943196,0.006144210568040265,0.25871036988475093,12.016886669045071,4.513021762397431,16.529908431442504,83.4700915685575,87.98311333095494,-1.5299084314425038
charls,True,1,fixed,matched_0.20,12264,20.0,-0.8518378561570561,19.96901500326158,0.04892367906066536,20.017938682322246,19.96901500326158,20.017938682322246,-0.017938682322245825,0.1030717173399529,12.483692106979777,4.500978473581213,16.984670580560994,83.01532941943901,87.51630789302021,3.0153294194390057
charls,True,2,fixed,matched_0.20,13085,20.0,-0.7408533503891692,19.938861291555217,0.0611387084447841,20.0,19.938861291555217,20.0,0.0,0.06417515300611303,16.943064577760794,5.754680932365304,22.6977455101261,77.3022544898739,83.0569354222392,-2.6977455101261008
charls,True,3,fixed,matched_0.20,15570,20.0,-0.8365792220840452,19.877970456005137,0.17341040462427745,20.051380860629415,19.877970456005137,20.051380860629415,-0.051380860629414826,0.1030717173399529,13.005780346820808,5.748233782915864,18.754014129736674,81.24598587026333,86.9942196531792,1.2459858702633255
charls,True,4,fixed,matched_0.20,11918,20.0,-0.7293476775226646,19.98657492867931,0.00839066957543212,19.99496559825474,19.98657492867931,19.99496559825474,0.005034401745259487,0.06417515300611303,16.143648263131396,5.907031381104212,22.05067964423561,77.9493203557644,83.8563517368686,-2.050679644235611
charls,True,5,fixed,matched_0.20,13195,20.0,-0.838584041507629,19.88632057597575,0.007578628268283441,19.893899204244033,19.88632057597575,19.893899204244033,0.10610079575596743,0.1030717173399529,12.588101553618793,7.02538840469875,19.613489958317544,80.38651004168246,87.41189844638122,0.38651004168245606
elsa,False,1,fixed,matched_0.20,11700,20.0,-0.7205005149007164,17.384615384615383,1.9145299145299146,19.299145299145298,17.384615384615383,19.299145299145298,0.7008547008547019,0.11418438705104517,16.75213675213675,5.6239316239316235,22.376068376068375,77.62393162393163,83.24786324786325,-2.3760683760683747
elsa,False,2,fixed,matched_0.20,9224,20.0,-0.6881064695513615,17.356895056374675,1.875542064180399,19.232437120555073,17.356895056374675,19.232437120555073,0.7675628794449274,0.658609331297469,16.07762359063313,1.0841283607979184,17.16175195143105,82.83824804856896,83.92237640936688,2.83824804856895
elsa,False,3,fixed,matched_0.20,9467,20.0,-0.542179959870573,17.502904827294813,1.8590894686806803,19.361994295975492,17.502904827294813,19.361994295975492,0.6380057040245077,0.11418438705104517,15.295236083236505,5.1019330305270945,20.3971691137636,79.6028308862364,84.7047639167635,-0.3971691137635993
elsa,False,4,fixed,matched_0.20,10537,20.0,-0.39625345018978436,19.85384834393091,0.018980734554427257,19.87282907848534,19.85384834393091,19.87282907848534,0.12717092151466147,0.2140539850816149,13.333966024485147,4.716712536775173,18.050678561260323,81.94932143873967,86.66603397551485,1.949321438739677
elsa,False,5,fixed,matched_0.20,9659,20.0,-0.5097859145212182,17.952168961590225,2.04990164613314,20.002070607723365,17.952168961590225,20.002070607723365,-0.002070607723364759,0.11418438705104517,15.58132311833523,5.497463505538875,21.07878662387411,78.9212133761259,84.41867688166477,-1.0787866238741088
elsa,False,6,fixed,matched_0.20,9902,20.0,-0.36385940484042967,17.440921026055342,1.3633609371844073,18.80428196323975,17.440921026055342,18.80428196323975,1.1957180367602511,0.11418438705104517,14.754595031306808,5.241365380731165,19.995960412037974,80.00403958796203,85.2454049686932,0.004039587962026303
elsa,False,7,fixed,matched_0.20,8910,20.0,-0.36385940484042967,18.08080808080808,1.2906846240179575,19.37149270482604,18.08080808080808,19.37149270482604,0.6285072951739608,0.11418438705104517,14.130190796857464,4.8260381593714925,18.95622895622896,81.04377104377105,85.86980920314254,1.0437710437710415
elsa,False,8,fixed,matched_0.20,7845,20.0,-0.36385940484042967,18.878266411727214,1.4531548757170172,20.331421287444233,18.878266411727214,20.331421287444233,-0.3314212874442326,0.11418438705104517,15.015933715742511,5.442957297641811,20.45889101338432,79.54110898661568,84.98406628425748,-0.4588910133843207
elsa,False,9,fixed,matched_0.20,8058,20.0,-0.3314653594910749,18.255150161330356,2.6309257880367336,20.88607594936709,18.255150161330356,20.88607594936709,-0.8860759493670898,0.20867829059991388,14.023330851327872,4.815090593199305,18.838421444527178,81.16157855547283,85.97666914867213,1.161578555472822
hrs,True,10,fixed,matched_0.20,19357,20.0,-0.894690246888929,15.348452756108902,5.04210363176112,20.39055638787002,15.348452756108902,20.39055638787002,-0.39055638787002067,0.09963834264526807,17.063594565273544,5.088598439840884,22.15219300511443,77.84780699488557,82.93640543472645,-2.1521930051144302
hrs,True,11,fixed,matched_0.20,18372,20.0,-0.894690246888929,16.31286740692358,5.154583061180057,21.467450468103635,16.31286740692358,21.467450468103635,-1.4674504681036353,0.09963834264526807,16.43261484868278,5.2144567820596555,21.647071630742435,78.35292836925757,83.56738515131723,-1.6470716307424347
hrs,True,12,fixed,matched_0.20,16779,20.0,-0.894690246888929,16.06174384647476,5.018177483759461,21.07992133023422,16.06174384647476,21.07992133023422,-1.079921330234221,0.17180442932104445,13.761249180523274,4.51159187079087,18.272841051314142,81.72715894868585,86.23875081947673,1.727158948685858
hrs,True,13,fixed,matched_0.20,19040,20.0,-0.894690246888929,15.504201680672269,4.957983193277311,20.462184873949578,15.504201680672269,20.462184873949578,-0.4621848739495782,0.09963834264526807,17.442226890756302,5.099789915966387,22.54201680672269,77.45798319327731,82.5577731092437,-2.542016806722689
hrs,True,14,fixed,matched_0.20,15741,20.0,-0.894690246888929,13.83012515087987,4.472396925227113,18.302522076106982,13.83012515087987,18.302522076106982,1.6974779238930182,0.17180442932104445,13.366368083349215,4.1166380789022305,17.483006162251446,82.51699383774856,86.63363191665078,2.5169938377485543
hrs,True,15,fixed,matched_0.20,14326,20.0,-0.894690246888929,14.190981432360742,4.530224766159431,18.721206198520175,14.190981432360742,18.721206198520175,1.278793801479825,0.09963834264526807,15.775513053190004,5.640094932290939,21.415607985480946,78.58439201451905,84.22448694680999,-1.4156079854809462
hrs,True,5,fixed,matched_0.20,15982,20.0,-0.894690246888929,15.066950319108999,4.342385183331247,19.409335502440246,15.066950319108999,19.409335502440246,0.5906644975597537,0.09963834264526807,13.08346890251533,5.687648604680265,18.771117507195594,81.2288824928044,86.91653109748468,1.2288824928044058
hrs,True,6,fixed,matched_0.20,14762,20.0,-0.894690246888929,14.110554125457256,4.32868175044032,18.439235875897573,14.110554125457256,18.439235875897573,1.5607641241024268,0.09963834264526807,14.178295623899201,5.398997425823059,19.57729304972226,80.42270695027774,85.82170437610081,0.42270695027773897
hrs,True,7,fixed,matched_0.20,16720,20.0,-0.894690246888929,13.959330143540669,4.485645933014354,18.444976076555026,13.959330143540669,18.444976076555026,1.555023923444974,0.09963834264526807,13.959330143540669,5.077751196172249,19.03708133971292,80.96291866028709,86.04066985645933,0.9629186602870803
hrs,True,8,fixed,matched_0.20,15705,20.0,-0.894690246888929,14.918815663801338,4.533588029290035,19.452403693091373,14.918815663801338,19.452403693091373,0.5475963069086269,0.09963834264526807,15.326329194524039,5.660617637695001,20.98694683221904,79.01305316778097,84.67367080547596,-0.98694683221904
hrs,True,9,fixed,matched_0.20,14718,20.0,-0.894690246888929,15.036010327490148,4.626987362413371,19.66299768990352,15.036010327490148,19.66299768990352,0.3370023100964801,0.09963834264526807,15.18548715858133,5.693708384291344,20.879195542872672,79.12080445712732,84.81451284141866,-0.8791955428726723
klosa,True,3,fixed,matched_0.20,7488,20.0,-0.6896089848700395,17.855235042735043,3.4722222222222223,21.327457264957264,17.855235042735043,21.327457264957264,-1.327457264957264,-0.001675002355252335,9.535256410256409,2.377136752136752,11.912393162393162,88.08760683760684,90.46474358974359,8.087606837606838
klosa,True,4,fixed,matched_0.20,7113,20.0,-0.6896089848700395,17.039223956136652,2.7695768311542244,19.808800787290874,17.039223956136652,19.808800787290874,0.191199212709126,-0.001675002355252335,10.080134964150147,1.3496415014761705,11.429776465626318,88.57022353437368,89.91986503584985,8.570223534373682
klosa,True,5,fixed,matched_0.20,7551,20.0,-0.6896089848700395,17.693020791948086,2.887034829823864,20.58005562177195,17.693020791948086,20.58005562177195,-0.580055621771951,-0.001675002355252335,9.230565488014832,1.3640577406965966,10.594623228711429,89.40537677128857,90.76943451198517,9.405376771288571
klosa,True,6,fixed,matched_0.20,7132,20.0,-0.6896089848700395,17.007851934941108,3.4632641615255184,20.47111609646663,17.007851934941108,20.47111609646663,-0.47111609646663055,-0.001675002355252335,9.506449803701626,2.145260796410544,11.651710600112171,88.34828939988782,90.49355019629837,8.348289399887829
klosa,True,7,fixed,matched_0.20,6554,20.0,-0.8674438878802285,15.730851388465059,2.914250839182179,18.64510222764724,15.730851388465059,18.64510222764724,1.3548977723527607,-0.001675002355252335,8.391821788220934,2.090326518156851,10.482148306377786,89.51785169362222,91.60817821177906,9.517851693622214
mhas,True,1,fixed,matched_0.20,12834,20.0,-0.827007600367749,19.947015739442104,0.03895901511609786,19.985974754558207,19.947015739442104,19.985974754558207,0.014025245441793288,0.3771014980662484,8.843696431354216,3.630980208820321,12.474676640174536,87.52532335982546,91.15630356864578,7.525323359825464
mhas,True,2,fixed,matched_0.20,11744,20.0,-1.1666052585486584,19.873978201634877,0.13623978201634876,20.010217983651227,19.873978201634877,20.010217983651227,-0.010217983651227058,0.3771014980662484,9.153610354223433,3.652929155313352,12.806539509536785,87.19346049046321,90.84638964577657,7.193460490463215
mhas,True,3,fixed,matched_0.20,13427,20.0,-0.8828001604170262,19.944887167647277,0.059581440381321224,20.0044686080286,19.944887167647277,20.0044686080286,-0.004468608028599164,0.3771014980662484,12.720637521412081,6.397557160944365,19.118194682356446,80.88180531764355,87.27936247858791,0.8818053176435541
mhas,True,4,fixed,matched_0.20,12890,20.0,-0.9760686778485094,19.9922420480993,0.007757951900698215,20.0,19.9922420480993,20.0,0.0,0.3771014980662484,15.399534522885958,6.276183087664856,21.675717610550816,78.32428238944918,84.60046547711404,-1.6757176105508158
mhas,True,5,fixed,matched_0.20,15153,20.0,-0.7838473226535833,19.936646208671547,0.1187883587408434,20.055434567412394,19.936646208671547,20.055434567412394,-0.05543456741239439,0.3771014980662484,11.284894080380123,6.190193361050618,17.47508744143074,82.52491255856927,88.71510591961987,2.524912558569259
share,True,4,fixed,matched_0.20,53905,20.0,-0.741554373277462,19.95918745941935,0.07234950375660884,20.03153696317596,19.95918745941935,20.03153696317596,-0.03153696317595944,0.25871036988475093,12.00816250811613,4.647064279751414,16.655226787867544,83.34477321213245,87.99183749188387,3.3447732121324556
share,True,5,fixed,matched_0.20,61312,20.0,-0.6207216018324963,19.917797494780793,0.11417014613778706,20.03196764091858,19.917797494780793,20.03196764091858,-0.03196764091858029,0.25871036988475093,11.167471294363256,4.100339248434238,15.267810542797495,84.7321894572025,88.83252870563675,4.732189457202505
share,True,6,fixed,matched_0.20,62189,20.0,-0.6811379875549791,19.93921754651144,0.11899210471305215,20.058209651224495,19.93921754651144,20.058209651224495,-0.05820965122449451,0.25871036988475093,11.26083390953384,4.048947563073855,15.309781472607694,84.6902185273923,88.73916609046616,4.690218527392306
share,True,7,fixed,matched_0.20,12878,20.0,-0.8572171630977039,19.97981052958534,0.007765180928715639,19.987575710514054,19.97981052958534,19.987575710514054,0.01242428948594565,0.25871036988475093,13.099860226743282,5.598695449603976,18.698555676347258,81.30144432365273,86.90013977325671,1.301444323652742
share,True,8,fixed,matched_0.20,50454,20.0,-0.6804063203676955,19.95084631545566,0.08126213977088041,20.032108455226545,19.95084631545566,20.032108455226545,-0.032108455226545374,0.25871036988475093,12.016886669045071,4.513021762397431,16.529908431442504,83.4700915685575,87.98311333095494,3.4700915685574962
charls,True,1,fixed,matched_0.25,12264,25.0,-0.6222444717816149,24.845075016307895,0.10600130463144161,24.951076320939332,24.845075016307895,24.951076320939332,0.048923679060667524,0.06417515300611303,16.984670580560994,6.074690150032615,23.059360730593607,76.9406392694064,83.01532941943901,1.9406392694063932
charls,True,2,fixed,matched_0.25,13085,25.0,-0.5879841308227625,24.914023691249522,0.16048910966755828,25.07451280091708,24.914023691249522,25.07451280091708,-0.07451280091708057,0.06417515300611303,16.943064577760794,5.754680932365304,22.6977455101261,77.3022544898739,83.0569354222392,2.3022544898738992
charls,True,3,fixed,matched_0.25,15570,25.0,-0.6089314319188602,24.861913937058446,0.12202954399486192,24.98394348105331,24.861913937058446,24.98394348105331,0.0160565189466908,0.06417515300611303,18.754014129736674,5.96660244059088,24.720616570327554,75.27938342967244,81.24598587026333,0.2793834296724462
charls,True,4,fixed,matched_0.25,11918,25.0,-0.5092551465901443,24.953851317335126,0.00839066957543212,24.962241986910556,24.953851317335126,24.962241986910556,0.037758013089444376,0.06417515300611303,16.143648263131396,5.907031381104212,22.05067964423561,77.9493203557644,83.8563517368686,2.949320355764389
charls,True,5,fixed,matched_0.25,13195,25.0,-0.6336218058277888,24.97915877226222,0.015157256536566882,24.99431602879879,24.97915877226222,24.99431602879879,0.005683971201211335,0.06417515300611303,19.613489958317544,5.1079954528230385,24.721485411140584,75.27851458885941,80.38651004168246,0.2785145888594158
elsa,False,1,fixed,matched_0.25,11700,25.0,-0.542179959870573,22.094017094017094,1.8205128205128203,23.914529914529915,22.094017094017094,23.914529914529915,1.0854700854700852,0.11418438705104517,16.75213675213675,5.6239316239316235,22.376068376068375,77.62393162393163,83.24786324786325,2.6239316239316253
elsa,False,2,fixed,matched_0.25,9224,25.0,-0.36385940484042967,23.319601040763228,1.5611448395490026,24.88074588031223,23.319601040763228,24.88074588031223,0.11925411968777055,0.11418438705104517,17.16175195143105,6.190372940156115,23.352124891587163,76.64787510841283,82.83824804856896,1.647875108412837
elsa,False,3,fixed,matched_0.25,9467,25.0,-0.3314653594910749,23.016795183268197,2.7569451779866907,25.773740361254887,23.016795183268197,25.773740361254887,-0.7737403612548874,0.1029151485276511,20.3971691137636,4.848420830252456,25.245589944016057,74.75441005598394,79.6028308862364,-0.24558994401605716
elsa,False,4,fixed,matched_0.25,10537,25.0,-0.3314653594910749,21.55262408655215,3.017936794153934,24.570560880706083,21.55262408655215,24.570560880706083,0.4294391192939173,0.11418438705104517,18.050678561260323,6.519882319445762,24.570560880706083,75.42943911929392,81.94932143873967,0.4294391192939173
elsa,False,5,fixed,matched_0.25,9659,25.0,-0.18553884981028634,24.050108706905476,1.2009524795527486,25.251061186458223,24.050108706905476,25.251061186458223,-0.25106118645822306,0.1029151485276511,21.07878662387411,4.5760430686406455,25.654829692514753,74.34517030748525,78.9212133761259,-0.6548296925147525
elsa,False,6,fixed,matched_0.25,9902,25.0,-0.1531448044609316,22.5509997980206,3.5649363764895985,26.115936174510203,22.5509997980206,26.115936174510203,-1.1159361745102032,0.1029151485276511,19.995960412037974,4.645526156332054,24.641486568370027,75.35851343162997,80.00403958796203,0.35851343162997296
elsa,False,7,fixed,matched_0.25,8910,25.0,-0.18553884981028634,22.210998877665546,1.122334455667789,23.333333333333332,22.210998877665546,23.333333333333332,1.6666666666666679,0.1029151485276511,18.95622895622896,4.219977553310886,23.176206509539842,76.82379349046016,81.04377104377105,1.823793490460158
elsa,False,8,fixed,matched_0.25,7845,25.0,-0.18553884981028634,23.08476736775016,1.0962396430847674,24.181007010834925,23.08476736775016,24.181007010834925,0.8189929891650749,0.1029151485276511,20.45889101338432,4.3339706819630335,24.792861695347355,75.20713830465264,79.54110898661568,0.20713830465264493
elsa,False,9,fixed,matched_0.25,8058,25.0,-0.1531448044609316,22.226358897989577,3.7726482998262596,25.99900719781584,22.226358897989577,25.99900719781584,-0.999007197815839,0.1029151485276511,18.838421444527178,4.107719036981881,22.946140481509058,77.05385951849094,81.16157855547283,2.053859518490942
hrs,True,10,fixed,matched_0.25,19357,25.0,-0.6843726598302079,20.39055638787002,6.106318127809061,26.49687451567908,20.39055638787002,26.49687451567908,-1.4968745156790817,0.09963834264526807,17.063594565273544,5.088598439840884,22.15219300511443,77.84780699488557,82.93640543472645,2.8478069948855698
hrs,True,11,fixed,matched_0.25,18372,25.0,-0.6843726598302079,21.467450468103635,6.134334857391683,27.60178532549532,21.467450468103635,27.60178532549532,-2.601785325495321,0.09963834264526807,16.43261484868278,5.2144567820596555,21.647071630742435,78.35292836925757,83.56738515131723,3.3529283692575653
hrs,True,12,fixed,matched_0.25,16779,25.0,-0.6843726598302079,21.07992133023422,6.13862566303117,27.21854699326539,21.07992133023422,27.21854699326539,-2.2185469932653916,0.09963834264526807,18.272841051314142,5.369807497467072,23.642648548781214,76.35735145121878,81.72715894868585,1.3573514512187863
hrs,True,13,fixed,matched_0.25,19040,25.0,-0.6843726598302079,20.462184873949578,5.976890756302521,26.439075630252102,20.462184873949578,26.439075630252102,-1.439075630252102,0.09963834264526807,17.442226890756302,5.099789915966387,22.54201680672269,77.45798319327731,82.5577731092437,2.457983193277311
hrs,True,14,fixed,matched_0.25,15741,25.0,-0.6843726598302079,18.302522076106982,5.3617940410393246,23.664316117146306,18.302522076106982,23.664316117146306,1.3356838828536937,0.09963834264526807,17.483006162251446,5.209325964042945,22.69233212629439,77.30766787370561,82.51699383774856,2.3076678737056113
hrs,True,15,fixed,matched_0.25,14326,25.0,-0.6843726598302079,18.721206198520175,5.423705151472847,24.14491134999302,18.721206198520175,24.14491134999302,0.8550886500069801,0.09963834264526807,15.775513053190004,5.640094932290939,21.415607985480946,78.58439201451905,84.22448694680999,3.5843920145190538
hrs,True,5,fixed,matched_0.25,15982,25.0,-0.6843726598302079,19.409335502440246,5.52496558628457,24.934301088724816,19.409335502440246,24.934301088724816,0.06569891127518446,0.09963834264526807,13.08346890251533,5.687648604680265,18.771117507195594,81.2288824928044,86.91653109748468,6.228882492804406
hrs,True,6,fixed,matched_0.25,14762,25.0,-0.6843726598302079,18.439235875897573,5.473513074109199,23.912748950006772,18.439235875897573,23.912748950006772,1.0872510499932275,0.09963834264526807,14.178295623899201,5.398997425823059,19.57729304972226,80.42270695027774,85.82170437610081,5.422706950277739
hrs,True,7,fixed,matched_0.25,16720,25.0,-0.6843726598302079,18.444976076555026,5.3169856459330145,23.76196172248804,18.444976076555026,23.76196172248804,1.2380382775119614,0.09963834264526807,13.959330143540669,5.077751196172249,19.03708133971292,80.96291866028709,86.04066985645933,5.96291866028708
hrs,True,8,fixed,matched_0.25,15705,25.0,-0.6843726598302079,19.452403693091373,5.335880292900351,24.788283985991722,19.452403693091373,24.788283985991722,0.2117160140082781,0.09963834264526807,15.326329194524039,5.660617637695001,20.98694683221904,79.01305316778097,84.67367080547596,4.01305316778096
hrs,True,9,fixed,matched_0.25,14718,25.0,-0.6843726598302079,19.66299768990352,5.7956244054898765,25.458622095393395,19.66299768990352,25.458622095393395,-0.4586220953933946,0.09963834264526807,15.18548715858133,5.693708384291344,20.879195542872672,79.12080445712732,84.81451284141866,4.120804457127328
klosa,True,3,fixed,matched_0.25,7488,25.0,-0.5117740818598505,21.327457264957264,3.6458333333333335,24.9732905982906,21.327457264957264,24.9732905982906,0.026709401709400282,-0.001675002355252335,9.535256410256409,2.377136752136752,11.912393162393162,88.08760683760684,90.46474358974359,13.087606837606838
klosa,True,4,fixed,matched_0.25,7113,25.0,-0.5117740818598505,19.808800787290874,3.6693378321383383,23.478138619429213,19.808800787290874,23.478138619429213,1.5218613805707868,-0.001675002355252335,10.080134964150147,1.3496415014761705,11.429776465626318,88.57022353437368,89.91986503584985,13.570223534373682
klosa,True,5,fixed,matched_0.25,7551,25.0,-0.5117740818598505,20.58005562177195,3.284333200900543,23.864388822672495,20.58005562177195,23.864388822672495,1.1356111773275046,-0.001675002355252335,9.230565488014832,1.3640577406965966,10.594623228711429,89.40537677128857,90.76943451198517,14.405376771288571
klosa,True,6,fixed,matched_0.25,7132,25.0,-0.5117740818598505,20.47111609646663,3.210880538418396,23.681996634885024,20.47111609646663,23.681996634885024,1.3180033651149756,-0.001675002355252335,9.506449803701626,2.145260796410544,11.651710600112171,88.34828939988782,90.49355019629837,13.348289399887829
klosa,True,7,fixed,matched_0.25,6554,25.0,-0.5117740818598505,22.047604516325908,3.570338724443088,25.617943240768998,22.047604516325908,25.617943240768998,-0.617943240768998,-0.001675002355252335,8.391821788220934,2.090326518156851,10.482148306377786,89.51785169362222,91.60817821177906,14.517851693622214
mhas,True,1,fixed,matched_0.25,12834,25.0,-0.6604721372269894,24.949353280349072,0.03895901511609786,24.98831229546517,24.949353280349072,24.98831229546517,0.011687704534828924,0.3771014980662484,8.843696431354216,3.630980208820321,12.474676640174536,87.52532335982546,91.15630356864578,12.525323359825464
mhas,True,2,fixed,matched_0.25,11744,25.0,-0.9882798273600397,24.974455040871934,0.03405994550408719,25.008514986376024,24.974455040871934,25.008514986376024,-0.008514986376024325,0.3771014980662484,9.153610354223433,3.652929155313352,12.806539509536785,87.19346049046321,90.84638964577657,12.193460490463215
mhas,True,3,fixed,matched_0.25,13427,25.0,-0.703632414941153,24.97951887986892,0.022343040142995457,25.001861920011915,24.97951887986892,25.001861920011915,-0.00186192001191543,0.3771014980662484,12.720637521412081,6.397557160944365,19.118194682356446,80.88180531764355,87.27936247858791,5.881805317643554
mhas,True,4,fixed,matched_0.25,12890,25.0,-0.7838473226535833,24.934057408844065,0.10085337470907679,25.034910783553144,24.934057408844065,25.034910783553144,-0.03491078355314414,0.3771014980662484,15.399534522885958,6.276183087664856,21.675717610550816,78.32428238944918,84.60046547711404,3.324282389449184
mhas,True,5,fixed,matched_0.25,15153,25.0,-0.5985739294618109,24.952154688840494,0.07259288589718207,25.024747574737678,24.952154688840494,25.024747574737678,-0.024747574737677525,0.3771014980662484,11.284894080380123,6.190193361050618,17.47508744143074,82.52491255856927,88.71510591961987,7.524912558569259
share,True,4,fixed,matched_0.25,53905,25.0,-0.5603052161100134,24.769501901493367,0.19664224097950098,24.966144142472867,24.769501901493367,24.966144142472867,0.03385585752713283,0.25871036988475093,12.00816250811613,4.647064279751414,16.655226787867544,83.34477321213245,87.99183749188387,8.344773212132456
share,True,5,fixed,matched_0.25,61312,25.0,-0.43947244466504753,24.92008089770355,0.09949112734864302,25.019572025052195,24.92008089770355,25.019572025052195,-0.01957202505219513,0.25871036988475093,11.167471294363256,4.100339248434238,15.267810542797495,84.7321894572025,88.83252870563675,9.732189457202505
share,True,6,fixed,matched_0.25,62189,25.0,-0.5014004760758372,24.944925951534838,0.0707520622618148,25.01567801379665,24.944925951534838,25.01567801379665,-0.01567801379664857,0.25871036988475093,11.26083390953384,4.048947563073855,15.309781472607694,84.6902185273923,88.73916609046616,9.690218527392306
