cohort,mortality_available,wave,domain,scale,metric_type,rows,death_endpoint_rows_excluded,observed_n,missing_percent,mean,sd,skewness,minimum,p05,p25,median,p75,p95,maximum,zero_percent,observed_floor_percent,observed_ceiling_percent
elsa,False,8,function,source_metric,fixed_reference_item_z_mean,8445,0,8443,0.023682652457075192,0.02318860185811588,1.0569161857366671,3.3036057181660285,-0.41230386418079346,-0.41230386418079346,-0.41230386418079346,-0.41230386418079346,0.09371527878209163,2.1691011012634376,6.237777945218442,0.0,74.23901456828142,0.45007698685301434
elsa,False,8,function,z_fixed,z_fixed,8445,0,8443,0.023682652457075192,0.025464987517409957,1.1606718525512545,3.3036057181660294,-0.45277903424216653,-0.45277903424216653,-0.45277903424216653,-0.45277903424216653,0.1029151485276511,2.382038072223893,6.850130011429224,0.0,74.23901456828142,0.45007698685301434
elsa,False,8,function,z_wave,z_wave,8445,0,8443,0.023682652457075192,-6.7326091271832306e-18,0.9999999999999967,3.30360571816603,-0.41204068204837935,-0.41204068204837935,-0.41204068204837935,-0.41204068204837935,0.06672873201844165,2.0303525751283873,5.879926362400021,0.0,74.23901456828142,0.45007698685301434
elsa,False,9,cognition,source_metric,fixed_reference_item_z_mean,8736,0,8059,7.749542124542125,0.22773275785452785,0.7740749278562921,-1.9044147479356077,-4.536480601449531,-1.1162779149159263,-0.11555460582496985,0.30247815343576445,0.7205109126964988,1.138543671957233,1.6959206843048789,0.0,0.12408487405385284,0.49633949621541135
elsa,False,9,cognition,z_fixed,z_fixed,8736,0,8059,7.749542124542125,0.2861642583102594,0.9905932086352945,-1.9044147479356073,-5.810658191792794,-1.4337827350212895,-0.1531448044609316,0.3818168606294983,0.9167785257199282,1.4517401908103582,2.1650224109309315,0.0,0.12408487405385284,0.49633949621541135
elsa,False,9,cognition,z_wave,z_wave,8736,0,8059,7.749542124542125,1.410681694026753e-17,1.0000000000000009,-1.9044147479356075,-6.154718603918592,-1.7362798153048726,-0.4434807940753117,0.09656093084972417,0.6366026557747602,1.176644380699796,1.896700013933177,0.0,0.12408487405385284,0.49633949621541135
elsa,False,9,function,source_metric,fixed_reference_item_z_mean,8736,0,8731,0.05723443223443224,0.030390015128954687,1.0980864148347573,3.2389942691797877,-0.41230386418079346,-0.41230386418079346,-0.41230386418079346,-0.41230386418079346,-0.41230386418079346,2.4067178975559385,6.237777945218442,0.0,76.06230672317031,0.46959111212919485
elsa,False,9,function,z_fixed,z_fixed,8736,0,8731,0.05723443223443224,0.033373351297671154,1.2058836931135541,3.2389942691797886,-0.45277903424216653,-0.45277903424216653,-0.45277903424216653,-0.45277903424216653,-0.45277903424216653,2.6429813058237106,6.850130011429224,0.0,76.06230672317031,0.46959111212919485
elsa,False,9,function,z_wave,z_wave,8736,0,8731,0.05723443223443224,-3.906316723913046e-17,0.9999999999999996,3.238994269179789,-0.4031503106942323,-0.4031503106942323,-0.4031503106942323,-0.4031503106942323,-0.4031503106942323,2.164062727963517,5.652913874745995,0.0,76.06230672317031,0.46959111212919485
hrs,True,10,cognition,source_metric,validated_total_score,22034,0,20652,6.272124897885087,14.914100329265931,4.427976253900277,-0.365429074174258,0.0,7.0,12.0,15.0,18.0,22.0,27.0,0.09684292078249081,0.09684292078249081,0.11621150493898895
hrs,True,10,cognition,z_fixed,z_fixed,22034,0,20652,6.272124897885087,-0.07148611013197312,0.9312812812736206,-0.36542907417425763,-3.20818370453486,-1.7359605951238128,-0.6843726598302079,-0.053419898654045006,0.5775328625221179,1.4188032107570019,2.4703911460506065,0.0,0.09684292078249081,0.11621150493898895
hrs,True,10,cognition,z_wave,z_wave,22034,0,20652,6.272124897885087,-1.4312695045332252e-16,1.0000000000000002,-0.3654290741742575,-3.36815273481406,-1.787295115301259,-0.6581111013635442,0.019399306999084747,0.6969097153617136,1.6002569265118856,2.7294409404496007,0.0,0.09684292078249081,0.11621150493898895
hrs,True,10,function,source_metric,fixed_reference_item_z_mean,22034,0,20521,6.866660615412544,0.023333905424966484,0.9365267547801888,3.137657232759784,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,2.3202320249707764,4.7598603620345745,0.0,75.77116124945178,0.8089274401832269
hrs,True,10,function,z_fixed,z_fixed,22034,0,20521,6.866660615412544,0.038775291215631794,1.0212030736880584,3.1376572327597825,-0.37467038613178133,-0.37467038613178133,-0.37467038613178133,-0.37467038613178133,-0.37467038613178133,2.5433480732062925,5.203556063794645,0.0,75.77116124945178,0.8089274401832269
hrs,True,10,function,z_wave,z_wave,22034,0,20521,6.866660615412544,-2.7700121271286982e-17,1.0,3.1376572327597834,-0.4048613718466992,-0.4048613718466992,-0.4048613718466992,-0.4048613718466992,-0.4048613718466992,2.4525707437850106,5.05754526758962,0.0,75.77116124945178,0.8089274401832269
hrs,True,11,cognition,source_metric,validated_total_score,20554,0,19407,5.580422302228277,14.801205750502396,4.504037899948882,-0.35619957695100557,0.0,7.0,12.0,15.0,18.0,22.0,27.0,0.12366671819446591,0.12366671819446591,0.1185139382696965
hrs,True,11,cognition,z_fixed,z_fixed,20554,0,19407,5.580422302228277,-0.09522982552953045,0.9472783831382778,-0.3561995769510058,-3.20818370453486,-1.7359605951238128,-0.6843726598302079,-0.053419898654045006,0.5775328625221179,1.4188032107570019,2.4703911460506065,0.0,0.12366671819446591,0.1185139382696965
hrs,True,11,cognition,z_wave,z_wave,20554,0,19407,5.580422302228277,7.029639061469533e-17,0.9999999999999984,-0.3561995769510057,-3.2862080824564903,-1.7320470928077498,-0.6219321002015066,0.044136895362239324,0.7102058909259852,1.5982978850109797,2.708412877617223,0.0,0.12366671819446591,0.1185139382696965
hrs,True,11,function,source_metric,fixed_reference_item_z_mean,20554,0,19358,5.818818721416756,0.022491042097790598,0.9505408639009507,3.17204374291733,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,2.254049820176223,4.7598603620345745,0.0,76.30437028618658,0.9401797706374625
hrs,True,11,function,z_fixed,z_fixed,20554,0,19358,5.818818721416756,0.03785622017359521,1.036484272261484,3.1720437429173294,-0.37467038613178133,-0.37467038613178133,-0.37467038613178133,-0.37467038613178133,-0.37467038613178133,2.4711819865305165,5.203556063794645,0.0,76.30437028618658,0.9401797706374625
hrs,True,11,function,z_wave,z_wave,20554,0,19358,5.818818721416756,1.1745721430066746e-17,1.0000000000000009,3.17204374291733,-0.39800565946388505,-0.39800565946388505,-0.39800565946388505,-0.39800565946388505,-0.39800565946388505,2.3476726386283695,4.983867080153681,0.0,76.30437028618658,0.9401797706374625
hrs,True,12,cognition,source_metric,validated_total_score,18747,0,17698,5.595561956579719,14.919482427392925,4.611849573992673,-0.34238835493782227,0.0,7.0,12.0,15.0,18.0,22.0,27.0,0.14690925528308285,0.14690925528308285,0.20341281500734545
hrs,True,12,cognition,z_fixed,z_fixed,18747,0,17698,5.595561956579719,-0.07035416024059024,0.9699530742799294,-0.34238835493782305,-3.20818370453486,-1.7359605951238128,-0.6843726598302079,-0.053419898654045006,0.5775328625221179,1.4188032107570019,2.4703911460506065,0.0,0.14690925528308285,0.20341281500734545
hrs,True,12,cognition,z_wave,z_wave,18747,0,17698,5.595561956579719,1.509572090890483e-16,0.9999999999999991,-0.34238835493782305,-3.2350323201189077,-1.7172031091501296,-0.6330393870295737,0.017458846242759715,0.6679570795150932,1.5352880572115377,2.6194517793320937,0.0,0.14690925528308285,0.20341281500734545
hrs,True,12,function,source_metric,fixed_reference_item_z_mean,18747,0,17694,5.616898703792607,0.047746222048393086,0.9692771396023957,3.03812697013009,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,0.07915030229063871,2.3864142297653297,4.7598603620345745,0.0,74.43766248445802,0.9607776647451114
hrs,True,12,function,z_fixed,z_fixed,18747,0,17694,5.616898703792607,0.06539485402517546,1.0569145933795105,3.0381269701300897,-0.37467038613178133,-0.37467038613178133,-0.37467038613178133,-0.37467038613178133,0.09963834264526807,2.615514159882068,5.203556063794645,0.0,74.43766248445802,0.9607776647451114
hrs,True,12,function,z_wave,z_wave,18747,0,17694,5.616898703792607,1.92754896103113e-17,1.000000000000001,3.0381269701300893,-0.41636783417838696,-0.41636783417838696,-0.41636783417838696,-0.41636783417838696,0.032399485099924914,2.4127960024686828,4.861472480326039,0.0,74.43766248445802,0.9607776647451114
hrs,True,13,cognition,source_metric,validated_total_score,20912,0,19971,4.499808722264728,14.971809123228681,4.492028930526597,-0.3551863554005719,0.0,7.0,12.0,15.0,18.0,22.0,27.0,0.10515247108307045,0.10515247108307045,0.11015973161083571
hrs,True,13,cognition,z_fixed,z_fixed,20912,0,19971,4.499808722264728,-0.05934893583365847,0.9447526856663208,-0.3551863554005721,-3.20818370453486,-1.7359605951238128,-0.6843726598302079,-0.053419898654045006,0.5775328625221179,1.4188032107570019,2.4703911460506065,0.0,0.10515247108307045,0.11015973161083571
hrs,True,13,cognition,z_wave,z_wave,20912,0,19971,4.499808722264728,1.2523711531097855e-16,1.0000000000000016,-0.3551863554005723,-3.332972550885502,-1.7746566744159784,-0.6615739055091756,0.006275755834906053,0.6741254171789877,1.5645916323044298,2.677674401211233,0.0,0.10515247108307045,0.11015973161083571
hrs,True,13,function,source_metric,fixed_reference_item_z_mean,20912,0,19853,5.064078041315991,0.01359136277391075,0.9191310559666019,3.183722721182511,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,-0.35582960128647795,2.149980940571873,4.7598603620345745,0.0,75.92807132423312,0.7202941620913715
