cohort,mortality_available,standardization,state_definition,persistent,state_from,origin_intervals,origin_percent
klosa,True,wave,matched_0.20,True,joint,654,3.6712697878073426
klosa,True,wave,matched_0.20,True,unimpaired,13889,77.96676771078927
mhas,True,wave,matched_0.20,True,cognitive_only,2308,11.509499825462525
mhas,True,wave,matched_0.20,True,functional_only,1819,9.0709619508303
mhas,True,wave,matched_0.20,True,joint,469,2.3388021742382685
mhas,True,wave,matched_0.20,True,unimpaired,15457,77.08073604946891
share,True,wave,matched_0.20,True,cognitive_only,4778,11.425428632918052
share,True,wave,matched_0.20,True,functional_only,3746,8.957650828570745
share,True,wave,matched_0.20,True,joint,1498,3.5821038284033575
share,True,wave,matched_0.20,True,unimpaired,31797,76.03481671010785
charls,True,wave,matched_0.25,False,cognitive_only,5091,13.023124936048296
charls,True,wave,matched_0.25,False,functional_only,5658,14.473549575360687
charls,True,wave,matched_0.25,False,joint,2688,6.876087178962448
charls,True,wave,matched_0.25,False,unimpaired,25655,65.62723830962857
elsa,False,wave,matched_0.25,False,cognitive_only,9294,14.64129304640978
elsa,False,wave,matched_0.25,False,functional_only,9310,14.666498629446423
elsa,False,wave,matched_0.25,False,joint,4777,7.525441885377611
elsa,False,wave,matched_0.25,False,unimpaired,40097,63.16676643876619
hrs,True,wave,matched_0.25,False,cognitive_only,22829,15.519269073629683
hrs,True,wave,matched_0.25,False,functional_only,17374,11.810932624523288
hrs,True,wave,matched_0.25,False,joint,12385,8.419385320290141
hrs,True,wave,matched_0.25,False,unimpaired,94513,64.25041298155689
klosa,True,wave,matched_0.25,False,cognitive_only,4835,17.565849227974567
klosa,True,wave,matched_0.25,False,functional_only,1359,4.937329700272479
klosa,True,wave,matched_0.25,False,joint,1783,6.477747502270663
klosa,True,wave,matched_0.25,False,unimpaired,19548,71.01907356948229
mhas,True,wave,matched_0.25,False,cognitive_only,7349,17.70246182010888
mhas,True,wave,matched_0.25,False,functional_only,4080,9.828009828009828
mhas,True,wave,matched_0.25,False,joint,2742,6.605000722647781
mhas,True,wave,matched_0.25,False,unimpaired,27343,65.8645276292335
share,True,wave,matched_0.25,False,cognitive_only,17692,16.49742169506066
share,True,wave,matched_0.25,False,functional_only,9613,8.963922380432857
share,True,wave,matched_0.25,False,joint,8324,7.761956714316353
share,True,wave,matched_0.25,False,unimpaired,71612,66.77669921019013
charls,True,wave,matched_0.25,True,cognitive_only,2118,9.719162995594713
charls,True,wave,matched_0.25,True,functional_only,3193,14.652165932452275
charls,True,wave,matched_0.25,True,joint,1004,4.6071953010279
charls,True,wave,matched_0.25,True,unimpaired,15477,71.02147577092511
elsa,False,wave,matched_0.25,True,cognitive_only,6706,13.927889008889258
elsa,False,wave,matched_0.25,True,functional_only,6882,14.293428595164908
elsa,False,wave,matched_0.25,True,joint,3031,6.295173215917587
elsa,False,wave,matched_0.25,True,unimpaired,31529,65.48350918002825
hrs,True,wave,matched_0.25,True,cognitive_only,15334,14.34961632041924
hrs,True,wave,matched_0.25,True,functional_only,11382,10.651319483436271
hrs,True,wave,matched_0.25,True,joint,6203,5.8047913157402204
hrs,True,wave,matched_0.25,True,unimpaired,73941,69.19427288040427
klosa,True,wave,matched_0.25,True,cognitive_only,2967,16.655439541933312
klosa,True,wave,matched_0.25,True,functional_only,800,4.490849893342315
klosa,True,wave,matched_0.25,True,joint,724,4.064219153474795
klosa,True,wave,matched_0.25,True,unimpaired,13323,74.78949141124959
mhas,True,wave,matched_0.25,True,cognitive_only,3060,15.259562160275271
mhas,True,wave,matched_0.25,True,functional_only,1683,8.392759188151398
mhas,True,wave,matched_0.25,True,joint,605,3.0170049369171696
mhas,True,wave,matched_0.25,True,unimpaired,14705,73.33067371465616
share,True,wave,matched_0.25,True,cognitive_only,6323,15.119921566751955
share,True,wave,matched_0.25,True,functional_only,3407,8.147014514933403
share,True,wave,matched_0.25,True,joint,1837,4.392740142040699
share,True,wave,matched_0.25,True,unimpaired,30252,72.34032377627395
