term,estimate,std_error,p_value,outcome,n,clusters,converged,cohort,analysis,adjustment_set,exposure,state_definition,standardization,persistent,covariates_used,estimand,death_handling,mortality_available,paired_intervals
cmm4_start,0.0674483048697006,0.0142368092585363,2.1626434740365853e-06,any_cognitive,98829,24278,True,hrs,klosa_adl_only_transition_gee,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,0.2773245459189828,0.0146087967946854,2.339813019464321e-80,any_functional,98829,24278,True,hrs,klosa_adl_only_transition_gee,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,-0.0357377474225433,0.037855836668627,0.3451448431031524,any_cognitive,14107,9298,True,mhas,klosa_adl_only_transition_gee,mental_health,cmm4_start,matched_0.20,fixed,False,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,0.3534933284142826,0.0330558975247234,1.0881300184701431e-26,any_functional,14107,9298,True,mhas,klosa_adl_only_transition_gee,mental_health,cmm4_start,matched_0.20,fixed,False,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,0.0317347534034679,0.0174633155517923,0.069182845517704,any_cognitive,71675,43519,True,share,klosa_adl_only_transition_gee,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,0.2860521493459287,0.0165177991112751,3.4523351892216966e-67,any_functional,71675,43519,True,share,klosa_adl_only_transition_gee,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,-0.09775461547656,0.0308280429950162,0.0015193395484678,any_domain,50358,12204,True,charls,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.3285296079443881,0.0379488013834818,4.835783454066528e-18,any_domain,50358,12204,True,charls,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,0.0167379209274528,0.0232990086613011,0.4725129857612659,any_domain,73016,10887,True,elsa,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,False,
"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.3161855853669824,0.0346117696917146,6.528342796091925e-20,any_domain,73016,10887,True,elsa,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,False,
cmm4_start,0.0674483048697001,0.014236809258536,2.162643474035874e-06,any_domain,197658,24278,True,hrs,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.2098762410492825,0.0194312984120015,3.4070659291446354e-27,any_domain,197658,24278,True,hrs,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,-0.0357377474225429,0.0378561521798844,0.3451488636651777,any_domain,28214,9298,True,mhas,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,depression,survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.3892310758368253,0.04905906797485,2.123225159350459e-15,any_domain,28214,9298,True,mhas,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,depression,survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,0.0317347534034712,0.0174639188425554,0.0691924543885021,any_domain,143350,43519,True,share,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.2543173959424575,0.0230840994566407,3.1644931356200246e-28,any_domain,143350,43519,True,share,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,0.030077505562669433,0.03225540884634046,0.35108880744158344,any_cognitive,21002,7249,True,klosa,klosa_adl_only_transition_gee,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
cmm4_start,0.33930174780442557,0.07536849344587462,6.734729405150183e-06,any_functional,21002,7249,True,klosa,klosa_adl_only_transition_gee,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
cmm4_change_raw[cognitive],0.07775412180661109,0.017047825436191717,5.092494919791768e-06,stacked_worsening,25996,8144,True,klosa,klosa_adl_only_continuous_domain_interaction,mental_health,cmm4_change_raw,continuous,fixed,False,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,,25996.0
cmm4_change_raw[functional],0.10554476758475381,0.021443041842963178,8.562102627139637e-07,stacked_worsening,25996,8144,True,klosa,klosa_adl_only_continuous_domain_interaction,mental_health,cmm4_change_raw,continuous,fixed,False,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,,25996.0
cmm4_change_raw[functional-minus-cognitive],0.02779064577814272,0.021550579822329878,0.19720540487110416,stacked_worsening,25996,8144,True,klosa,klosa_adl_only_continuous_domain_interaction,mental_health,cmm4_change_raw,continuous,fixed,False,"depression,psychiatric",paired_observed_interval_domain_contrast,not_applicable_to_observed_interval_change,,25996.0
cmm4_start,0.030077505562669513,0.032254611821967004,0.3510769048637672,any_domain,42004,7249,True,klosa,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.3092242422417563,0.07628392684360874,5.0436227618174834e-05,any_domain,42004,7249,True,klosa,klosa_adl_only_binary_domain_interaction,mental_health,cmm4_start,matched_0.20,fixed,False,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
